Year,Round,RaceName,CircuitId,DriverId,ConstructorId,Position,Q1,Q2,Q3
2012,10,German Grand Prix,hockenheimring,bruno_senna,williams,16,1:16.426,1:40.752,
2012,10,German Grand Prix,hockenheimring,rosberg,mercedes,17,1:15.988,1:41.551,
2012,10,German Grand Prix,hockenheimring,vergne,toro_rosso,18,1:16.741,,
2012,10,German Grand Prix,hockenheimring,kovalainen,caterham,19,1:17.620,,
2012,10,German Grand Prix,hockenheimring,petrov,caterham,20,1:18.531,,
2012,10,German Grand Prix,hockenheimring,pic,marussia,21,1:19.220,,
2012,10,German Grand Prix,hockenheimring,glock,marussia,22,1:19.291,,
2012,10,German Grand Prix,hockenheimring,rosa,hrt,23,1:19.912,,
2012,10,German Grand Prix,hockenheimring,karthikeyan,hrt,24,1:20.230,,
2012,11,Hungarian Grand Prix,hungaroring,hamilton,mclaren,1,1:21.794,1:21.060,1:20.953
2012,11,Hungarian Grand Prix,hungaroring,grosjean,lotus_f1,2,1:22.755,1:21.657,1:21.366
2012,11,Hungarian Grand Prix,hungaroring,vettel,red_bull,3,1:22.948,1:21.407,1:21.416
2012,11,Hungarian Grand Prix,hungaroring,button,mclaren,4,1:22.028,1:21.618,1:21.583
2012,11,Hungarian Grand Prix,hungaroring,raikkonen,lotus_f1,5,1:22.234,1:21.583,1:21.730
2012,11,Hungarian Grand Prix,hungaroring,alonso,ferrari,6,1:22.095,1:21.598,1:21.844
2012,11,Hungarian Grand Prix,hungaroring,massa,ferrari,7,1:22.203,1:21.534,1:21.900
2012,11,Hungarian Grand Prix,hungaroring,maldonado,williams,8,1:22.475,1:21.504,1:21.939
2012,11,Hungarian Grand Prix,hungaroring,bruno_senna,williams,9,1:22.271,1:21.697,1:22.343
2012,11,Hungarian Grand Prix,hungaroring,hulkenberg,force_india,10,1:22.176,1:21.653,1:22.847
2012,11,Hungarian Grand Prix,hungaroring,webber,red_bull,11,1:22.829,1:21.715,
2012,11,Hungarian Grand Prix,hungaroring,resta,force_india,12,1:21.912,1:21.813,
2012,11,Hungarian Grand Prix,hungaroring,rosberg,mercedes,13,1:22.079,1:21.895,
2012,11,Hungarian Grand Prix,hungaroring,perez,sauber,14,1:22.110,1:21.895,
2012,11,Hungarian Grand Prix,hungaroring,kobayashi,sauber,15,1:22.801,1:22.300,
2012,11,Hungarian Grand Prix,hungaroring,vergne,toro_rosso,16,1:22.799,1:22.380,
2012,11,Hungarian Grand Prix,hungaroring,michael_schumacher,mercedes,17,1:22.436,1:22.723,
2012,11,Hungarian Grand Prix,hungaroring,ricciardo,toro_rosso,18,1:23.250,,
2012,11,Hungarian Grand Prix,hungaroring,kovalainen,caterham,19,1:23.576,,
2012,11,Hungarian Grand Prix,hungaroring,petrov,caterham,20,1:24.167,,
2012,11,Hungarian Grand Prix,hungaroring,pic,marussia,21,1:25.244,,
2012,11,Hungarian Grand Prix,hungaroring,glock,marussia,22,1:25.476,,
2012,11,Hungarian Grand Prix,hungaroring,rosa,hrt,23,1:25.916,,
2012,11,Hungarian Grand Prix,hungaroring,karthikeyan,hrt,24,1:26.178,,
2012,12,Belgian Grand Prix,spa,button,mclaren,1,1:49.250,1:47.654,1:47.573
2012,12,Belgian Grand Prix,spa,kobayashi,sauber,2,1:49.686,1:48.569,1:47.871
2012,12,Belgian Grand Prix,spa,maldonado,williams,3,1:48.993,1:48.780,1:47.893
2012,12,Belgian Grand Prix,spa,raikkonen,lotus_f1,4,1:49.546,1:48.414,1:48.205
2012,12,Belgian Grand Prix,spa,perez,sauber,5,1:49.642,1:47.980,1:48.219
2012,12,Belgian Grand Prix,spa,alonso,ferrari,6,1:49.401,1:48.598,1:48.313
2012,12,Belgian Grand Prix,spa,webber,red_bull,7,1:49.859,1:48.546,1:48.392
2012,12,Belgian Grand Prix,spa,hamilton,mclaren,8,1:49.605,1:48.563,1:48.394
2012,12,Belgian Grand Prix,spa,grosjean,lotus_f1,9,1:50.126,1:48.714,1:48.538
2012,12,Belgian Grand Prix,spa,resta,force_india,10,1:50.033,1:48.729,1:48.890
2012,12,Belgian Grand Prix,spa,vettel,red_bull,11,1:49.722,1:48.792,
2012,12,Belgian Grand Prix,spa,hulkenberg,force_india,12,1:49.362,1:48.855,
2012,12,Belgian Grand Prix,spa,michael_schumacher,mercedes,13,1:49.742,1:49.081,
2012,12,Belgian Grand Prix,spa,massa,ferrari,14,1:49.588,1:49.147,
2012,12,Belgian Grand Prix,spa,vergne,toro_rosso,15,1:49.763,1:49.354,
2012,12,Belgian Grand Prix,spa,ricciardo,toro_rosso,16,1:49.572,1:49.543,
2012,12,Belgian Grand Prix,spa,bruno_senna,williams,17,1:49.958,1:50.088,
2012,12,Belgian Grand Prix,spa,rosberg,mercedes,18,1:50.181,,
2012,12,Belgian Grand Prix,spa,kovalainen,caterham,19,1:51.739,,
2012,12,Belgian Grand Prix,spa,petrov,caterham,20,1:51.967,,
2012,12,Belgian Grand Prix,spa,glock,marussia,21,1:52.336,,
2012,12,Belgian Grand Prix,spa,rosa,hrt,22,1:53.030,,
2012,12,Belgian Grand Prix,spa,pic,marussia,23,1:53.493,,
2012,12,Belgian Grand Prix,spa,karthikeyan,hrt,24,1:54.989,,
2012,13,Italian Grand Prix,monza,hamilton,mclaren,1,1:24.211,1:24.394,1:24.010
2012,13,Italian Grand Prix,monza,button,mclaren,2,1:24.672,1:24.255,1:24.133
2012,13,Italian Grand Prix,monza,massa,ferrari,3,1:24.882,1:24.505,1:24.247
2012,13,Italian Grand Prix,monza,resta,force_india,4,1:24.875,1:24.345,1:24.304
2012,13,Italian Grand Prix,monza,michael_schumacher,mercedes,5,1:25.302,1:24.675,1:24.540
2012,13,Italian Grand Prix,monza,vettel,red_bull,6,1:25.011,1:24.687,1:24.802
2012,13,Italian Grand Prix,monza,rosberg,mercedes,7,1:24.689,1:24.515,1:24.833
2012,13,Italian Grand Prix,monza,raikkonen,lotus_f1,8,1:25.151,1:24.742,1:24.855
2012,13,Italian Grand Prix,monza,kobayashi,sauber,9,1:25.317,1:24.683,1:25.109
2012,13,Italian Grand Prix,monza,alonso,ferrari,10,1:24.175,1:24.242,1:25.678
2012,13,Italian Grand Prix,monza,webber,red_bull,11,1:25.556,1:24.809,
2012,13,Italian Grand Prix,monza,maldonado,williams,12,1:25.103,1:24.820,
2012,13,Italian Grand Prix,monza,perez,sauber,13,1:25.300,1:24.901,
2012,13,Italian Grand Prix,monza,bruno_senna,williams,14,1:25.135,1:25.042,
2012,13,Italian Grand Prix,monza,ricciardo,toro_rosso,15,1:25.728,1:25.312,
2012,13,Italian Grand Prix,monza,ambrosio,lotus_f1,16,1:25.834,1:25.408,
2012,13,Italian Grand Prix,monza,vergne,toro_rosso,17,1:25.649,1:25.441,
2012,13,Italian Grand Prix,monza,kovalainen,caterham,18,1:26.382,,
2012,13,Italian Grand Prix,monza,petrov,caterham,19,1:26.887,,
2012,13,Italian Grand Prix,monza,glock,marussia,20,1:27.039,,
2012,13,Italian Grand Prix,monza,pic,marussia,21,1:27.073,,
2012,13,Italian Grand Prix,monza,karthikeyan,hrt,22,1:27.441,,
2012,13,Italian Grand Prix,monza,rosa,hrt,23,1:27.629,,
2012,14,Singapore Grand Prix,marina_bay,hamilton,mclaren,1,1:48.285,1:46.665,1:46.362
2012,14,Singapore Grand Prix,marina_bay,maldonado,williams,2,1:49.494,1:47.602,1:46.804
2012,14,Singapore Grand Prix,marina_bay,vettel,red_bull,3,1:48.240,1:46.791,1:46.905
2012,14,Singapore Grand Prix,marina_bay,button,mclaren,4,1:49.381,1:47.661,1:46.939
2012,14,Singapore Grand Prix,marina_bay,alonso,ferrari,5,1:49.391,1:47.567,1:47.216
2012,14,Singapore Grand Prix,marina_bay,resta,force_india,6,1:48.028,1:47.667,1:47.241
2012,14,Singapore Grand Prix,marina_bay,webber,red_bull,7,1:48.717,1:47.513,1:47.475
2012,14,Singapore Grand Prix,marina_bay,grosjean,lotus_f1,8,1:47.688,1:47.529,1:47.788
2012,14,Singapore Grand Prix,marina_bay,michael_schumacher,mercedes,9,1:49.546,1:47.823,
2012,14,Singapore Grand Prix,marina_bay,rosberg,mercedes,10,1:49.463,1:47.943,
2012,14,Singapore Grand Prix,marina_bay,hulkenberg,force_india,11,1:49.547,1:47.975,
2012,14,Singapore Grand Prix,marina_bay,raikkonen,lotus_f1,12,1:48.169,1:48.261,
2012,14,Singapore Grand Prix,marina_bay,massa,ferrari,13,1:49.767,1:48.344,
2012,14,Singapore Grand Prix,marina_bay,perez,sauber,14,1:49.055,1:48.505,
2012,14,Singapore Grand Prix,marina_bay,ricciardo,toro_rosso,15,1:49.023,1:48.774,
2012,14,Singapore Grand Prix,marina_bay,vergne,toro_rosso,16,1:49.564,1:48.849,
2012,14,Singapore Grand Prix,marina_bay,bruno_senna,williams,17,1:49.809,,
2012,14,Singapore Grand Prix,marina_bay,kobayashi,sauber,18,1:49.933,,
2012,14,Singapore Grand Prix,marina_bay,petrov,caterham,19,1:50.846,,
2012,14,Singapore Grand Prix,marina_bay,kovalainen,caterham,20,1:51.137,,
2012,14,Singapore Grand Prix,marina_bay,glock,marussia,21,1:51.370,,
2012,14,Singapore Grand Prix,marina_bay,pic,marussia,22,1:51.762,,
2012,14,Singapore Grand Prix,marina_bay,karthikeyan,hrt,23,1:52.372,,
2012,14,Singapore Grand Prix,marina_bay,rosa,hrt,24,1:53.355,,
2012,15,Japanese Grand Prix,suzuka,vettel,red_bull,1,1:32.608,1:31.501,1:30.839
2012,15,Japanese Grand Prix,suzuka,webber,red_bull,2,1:32.951,1:31.950,1:31.090
2012,15,Japanese Grand Prix,suzuka,button,mclaren,3,1:33.077,1:31.772,1:31.290
2012,15,Japanese Grand Prix,suzuka,kobayashi,sauber,4,1:32.042,1:31.886,1:31.700
2012,15,Japanese Grand Prix,suzuka,grosjean,lotus_f1,5,1:32.029,1:31.988,1:31.898
2012,15,Japanese Grand Prix,suzuka,perez,sauber,6,1:32.147,1:32.169,1:32.022
2012,15,Japanese Grand Prix,suzuka,alonso,ferrari,7,1:32.459,1:31.833,1:32.114
2012,15,Japanese Grand Prix,suzuka,raikkonen,lotus_f1,8,1:32.221,1:31.826,1:32.208
2012,15,Japanese Grand Prix,suzuka,hamilton,mclaren,9,1:33.061,1:32.121,1:32.327
2012,15,Japanese Grand Prix,suzuka,hulkenberg,force_india,10,1:32.828,1:32.272,
2012,15,Japanese Grand Prix,suzuka,massa,ferrari,11,1:32.946,1:32.293,
2012,15,Japanese Grand Prix,suzuka,resta,force_india,12,1:32.898,1:32.327,
2012,15,Japanese Grand Prix,suzuka,michael_schumacher,mercedes,13,1:33.349,1:32.469,
2012,15,Japanese Grand Prix,suzuka,maldonado,williams,14,1:32.834,1:32.512,
2012,15,Japanese Grand Prix,suzuka,rosberg,mercedes,15,1:33.015,1:32.625,
2012,15,Japanese Grand Prix,suzuka,ricciardo,toro_rosso,16,1:33.059,1:32.954,
2012,15,Japanese Grand Prix,suzuka,vergne,toro_rosso,17,1:33.370,1:33.368,
2012,15,Japanese Grand Prix,suzuka,bruno_senna,williams,18,1:33.405,,
2012,15,Japanese Grand Prix,suzuka,kovalainen,caterham,19,1:34.657,,
2012,15,Japanese Grand Prix,suzuka,glock,marussia,20,1:35.213,,
2012,15,Japanese Grand Prix,suzuka,rosa,hrt,21,1:35.385,,
2012,15,Japanese Grand Prix,suzuka,pic,marussia,22,1:35.429,,
2012,15,Japanese Grand Prix,suzuka,petrov,caterham,23,1:35.432,,
2012,15,Japanese Grand Prix,suzuka,karthikeyan,hrt,24,1:36.734,,
2012,16,Korean Grand Prix,yeongam,webber,red_bull,1,1:38.397,1:38.220,1:37.242
2012,16,Korean Grand Prix,yeongam,vettel,red_bull,2,1:38.208,1:37.767,1:37.316
2012,16,Korean Grand Prix,yeongam,hamilton,mclaren,3,1:39.180,1:38.000,1:37.469
2012,16,Korean Grand Prix,yeongam,alonso,ferrari,4,1:39.144,1:37.987,1:37.534
2012,16,Korean Grand Prix,yeongam,raikkonen,lotus_f1,5,1:38.887,1:38.227,1:37.625
2012,16,Korean Grand Prix,yeongam,massa,ferrari,6,1:38.937,1:38.253,1:37.884
2012,16,Korean Grand Prix,yeongam,grosjean,lotus_f1,7,1:38.863,1:38.275,1:37.934
2012,16,Korean Grand Prix,yeongam,hulkenberg,force_india,8,1:38.981,1:38.428,1:38.266
2012,16,Korean Grand Prix,yeongam,rosberg,mercedes,9,1:38.999,1:38.417,1:38.361
2012,16,Korean Grand Prix,yeongam,michael_schumacher,mercedes,10,1:38.808,1:38.436,1:38.513
2012,16,Korean Grand Prix,yeongam,button,mclaren,11,1:38.615,1:38.441,
2012,16,Korean Grand Prix,yeongam,perez,sauber,12,1:38.630,1:38.460,
2012,16,Korean Grand Prix,yeongam,kobayashi,sauber,13,1:38.719,1:38.594,
2012,16,Korean Grand Prix,yeongam,resta,force_india,14,1:38.942,1:38.643,
2012,16,Korean Grand Prix,yeongam,maldonado,williams,15,1:39.024,1:38.725,
2012,16,Korean Grand Prix,yeongam,ricciardo,toro_rosso,16,1:38.784,1:39.084,
2012,16,Korean Grand Prix,yeongam,vergne,toro_rosso,17,1:38.744,1:39.340,
2012,16,Korean Grand Prix,yeongam,bruno_senna,williams,18,1:39.443,,
2012,16,Korean Grand Prix,yeongam,petrov,caterham,19,1:40.207,,
2012,16,Korean Grand Prix,yeongam,kovalainen,caterham,20,1:40.333,,
2012,16,Korean Grand Prix,yeongam,pic,marussia,21,1:41.317,,
2012,16,Korean Grand Prix,yeongam,glock,marussia,22,1:41.371,,
2012,16,Korean Grand Prix,yeongam,rosa,hrt,23,1:42.881,,
2012,17,Indian Grand Prix,buddh,vettel,red_bull,1,1:26.387,1:25.435,1:25.283
2012,17,Indian Grand Prix,buddh,webber,red_bull,2,1:26.744,1:25.610,1:25.327
2012,17,Indian Grand Prix,buddh,hamilton,mclaren,3,1:26.516,1:25.816,1:25.544
2012,17,Indian Grand Prix,buddh,button,mclaren,4,1:26.564,1:25.467,1:25.659
2012,17,Indian Grand Prix,buddh,alonso,ferrari,5,1:26.829,1:25.834,1:25.773
2012,17,Indian Grand Prix,buddh,massa,ferrari,6,1:26.939,1:26.111,1:25.857
2012,17,Indian Grand Prix,buddh,raikkonen,lotus_f1,7,1:26.740,1:26.101,1:26.236
2012,17,Indian Grand Prix,buddh,perez,sauber,8,1:27.179,1:26.076,1:26.360
2012,17,Indian Grand Prix,buddh,maldonado,williams,9,1:26.048,1:25.983,1:26.713
2012,17,Indian Grand Prix,buddh,rosberg,mercedes,10,1:26.458,1:25.976,
2012,17,Indian Grand Prix,buddh,grosjean,lotus_f1,11,1:26.897,1:26.136,
2012,17,Indian Grand Prix,buddh,hulkenberg,force_india,12,1:27.185,1:26.241,
2012,17,Indian Grand Prix,buddh,bruno_senna,williams,13,1:26.851,1:26.331,
2012,17,Indian Grand Prix,buddh,michael_schumacher,mercedes,14,1:27.482,1:26.574,
2012,17,Indian Grand Prix,buddh,ricciardo,toro_rosso,15,1:27.006,1:26.777,
2012,17,Indian Grand Prix,buddh,resta,force_india,16,1:27.462,1:26.989,
2012,17,Indian Grand Prix,buddh,kobayashi,sauber,17,1:27.517,1:27.219,
2012,17,Indian Grand Prix,buddh,vergne,toro_rosso,18,1:27.525,,
2012,17,Indian Grand Prix,buddh,petrov,caterham,19,1:28.756,,
2012,17,Indian Grand Prix,buddh,kovalainen,caterham,20,1:29.500,,
2012,17,Indian Grand Prix,buddh,glock,marussia,21,1:29.613,,
2012,17,Indian Grand Prix,buddh,rosa,hrt,22,1:30.592,,
2012,17,Indian Grand Prix,buddh,karthikeyan,hrt,23,1:30.593,,
2012,17,Indian Grand Prix,buddh,pic,marussia,24,1:30.662,,
2012,18,Abu Dhabi Grand Prix,yas_marina,hamilton,mclaren,1,1:41.497,1:40.901,1:40.630
2012,18,Abu Dhabi Grand Prix,yas_marina,webber,red_bull,2,1:41.933,1:41.277,1:40.978
2012,18,Abu Dhabi Grand Prix,yas_marina,vettel,red_bull,3,1:42.160,1:41.511,1:41.073
2012,18,Abu Dhabi Grand Prix,yas_marina,maldonado,williams,4,1:41.981,1:41.907,1:41.226
2012,18,Abu Dhabi Grand Prix,yas_marina,raikkonen,lotus_f1,5,1:42.222,1:41.532,1:41.260
2012,18,Abu Dhabi Grand Prix,yas_marina,button,mclaren,6,1:42.342,1:41.873,1:41.290
2012,18,Abu Dhabi Grand Prix,yas_marina,alonso,ferrari,7,1:41.939,1:41.514,1:41.582
2012,18,Abu Dhabi Grand Prix,yas_marina,rosberg,mercedes,8,1:41.926,1:41.698,1:41.603
2012,18,Abu Dhabi Grand Prix,yas_marina,massa,ferrari,9,1:41.974,1:41.846,1:41.723
2012,18,Abu Dhabi Grand Prix,yas_marina,grosjean,lotus_f1,10,1:42.046,1:41.620,1:41.778
2012,18,Abu Dhabi Grand Prix,yas_marina,hulkenberg,force_india,11,1:42.579,1:42.019,
2012,18,Abu Dhabi Grand Prix,yas_marina,perez,sauber,12,1:42.624,1:42.084,
2012,18,Abu Dhabi Grand Prix,yas_marina,resta,force_india,13,1:42.572,1:42.218,
2012,18,Abu Dhabi Grand Prix,yas_marina,michael_schumacher,mercedes,14,1:42.735,1:42.289,
2012,18,Abu Dhabi Grand Prix,yas_marina,bruno_senna,williams,15,1:43.298,1:42.330,
2012,18,Abu Dhabi Grand Prix,yas_marina,kobayashi,sauber,16,1:43.582,1:42.606,
2012,18,Abu Dhabi Grand Prix,yas_marina,ricciardo,toro_rosso,17,1:43.280,1:42.765,
2012,18,Abu Dhabi Grand Prix,yas_marina,vergne,toro_rosso,18,1:44.058,,
2012,18,Abu Dhabi Grand Prix,yas_marina,kovalainen,caterham,19,1:44.956,,
2012,18,Abu Dhabi Grand Prix,yas_marina,pic,marussia,20,1:45.089,,
2012,18,Abu Dhabi Grand Prix,yas_marina,petrov,caterham,21,1:45.151,,
2012,18,Abu Dhabi Grand Prix,yas_marina,glock,marussia,22,1:45.426,,
2012,18,Abu Dhabi Grand Prix,yas_marina,rosa,hrt,23,1:45.766,,
2012,18,Abu Dhabi Grand Prix,yas_marina,karthikeyan,hrt,24,1:46.382,,
2012,19,United States Grand Prix,americas,vettel,red_bull,1,1:36.558,1:35.796,1:35.657
2012,19,United States Grand Prix,americas,hamilton,mclaren,2,1:37.058,1:36.795,1:35.766
2012,19,United States Grand Prix,americas,webber,red_bull,3,1:37.215,1:36.298,1:36.174
2012,19,United States Grand Prix,americas,grosjean,lotus_f1,4,1:37.486,1:36.906,1:36.587
2012,19,United States Grand Prix,americas,raikkonen,lotus_f1,5,1:38.051,1:37.404,1:36.708
2012,19,United States Grand Prix,americas,michael_schumacher,mercedes,6,1:37.927,1:37.102,1:36.794
2012,19,United States Grand Prix,americas,massa,ferrari,7,1:37.667,1:36.549,1:36.937
2012,19,United States Grand Prix,americas,hulkenberg,force_india,8,1:37.756,1:37.066,1:37.141
2012,19,United States Grand Prix,americas,alonso,ferrari,9,1:37.968,1:37.123,1:37.300
2012,19,United States Grand Prix,americas,maldonado,williams,10,1:37.537,1:37.011,1:37.842
2012,19,United States Grand Prix,americas,bruno_senna,williams,11,1:37.520,1:37.604,
2012,19,United States Grand Prix,americas,button,mclaren,12,1:37.565,1:37.616,
2012,19,United States Grand Prix,americas,resta,force_india,13,1:38.104,1:37.665,
2012,19,United States Grand Prix,americas,vergne,toro_rosso,14,1:38.434,1:37.879,
2012,19,United States Grand Prix,americas,perez,sauber,15,1:38.500,1:38.206,
2012,19,United States Grand Prix,americas,kobayashi,sauber,16,1:38.418,1:38.437,
2012,19,United States Grand Prix,americas,rosberg,mercedes,17,1:38.862,1:38.501,
2012,19,United States Grand Prix,americas,ricciardo,toro_rosso,18,1:39.114,,
2012,19,United States Grand Prix,americas,glock,marussia,19,1:40.056,,
2012,19,United States Grand Prix,americas,pic,marussia,20,1:40.664,,
2012,19,United States Grand Prix,americas,petrov,caterham,21,1:40.809,,
2012,19,United States Grand Prix,americas,kovalainen,caterham,22,1:41.166,,
2012,19,United States Grand Prix,americas,rosa,hrt,23,1:42.011,,
2012,19,United States Grand Prix,americas,karthikeyan,hrt,24,1:42.740,,
2012,20,Brazilian Grand Prix,interlagos,hamilton,mclaren,1,1:15.075,1:13.398,1:12.458
2012,20,Brazilian Grand Prix,interlagos,button,mclaren,2,1:15.456,1:13.515,1:12.513
2012,20,Brazilian Grand Prix,interlagos,webber,red_bull,3,1:16.180,1:13.667,1:12.581
2012,20,Brazilian Grand Prix,interlagos,vettel,red_bull,4,1:15.644,1:13.209,1:12.760
2012,20,Brazilian Grand Prix,interlagos,massa,ferrari,5,1:16.263,1:14.048,1:12.987
2012,20,Brazilian Grand Prix,interlagos,maldonado,williams,6,1:16.266,1:13.698,1:13.174
2012,20,Brazilian Grand Prix,interlagos,hulkenberg,force_india,7,1:15.536,1:13.704,1:13.206
2012,20,Brazilian Grand Prix,interlagos,alonso,ferrari,8,1:16.097,1:13.856,1:13.253
2012,20,Brazilian Grand Prix,interlagos,raikkonen,lotus_f1,9,1:16.432,1:13.698,1:13.298
2012,20,Brazilian Grand Prix,interlagos,rosberg,mercedes,10,1:15.929,1:13.848,1:13.489
2012,20,Brazilian Grand Prix,interlagos,resta,force_india,11,1:15.901,1:14.121,
2012,20,Brazilian Grand Prix,interlagos,bruno_senna,williams,12,1:15.333,1:14.219,
2012,20,Brazilian Grand Prix,interlagos,perez,sauber,13,1:15.974,1:14.234,
2012,20,Brazilian Grand Prix,interlagos,michael_schumacher,mercedes,14,1:16.005,1:14.334,
2012,20,Brazilian Grand Prix,interlagos,kobayashi,sauber,15,1:16.400,1:14.380,
2012,20,Brazilian Grand Prix,interlagos,ricciardo,toro_rosso,16,1:16.744,1:14.574,
2012,20,Brazilian Grand Prix,interlagos,vergne,toro_rosso,17,1:16.722,1:14.619,
2012,20,Brazilian Grand Prix,interlagos,grosjean,lotus_f1,18,1:16.967,,
2012,20,Brazilian Grand Prix,interlagos,petrov,caterham,19,1:17.073,,
2012,20,Brazilian Grand Prix,interlagos,kovalainen,caterham,20,1:17.086,,
2012,20,Brazilian Grand Prix,interlagos,glock,marussia,21,1:17.508,,
2012,20,Brazilian Grand Prix,interlagos,pic,marussia,22,1:18.104,,
2012,20,Brazilian Grand Prix,interlagos,karthikeyan,hrt,23,1:19.576,,
2012,20,Brazilian Grand Prix,interlagos,rosa,hrt,24,1:19.699,,
2013,1,Australian Grand Prix,albert_park,vettel,red_bull,1,1:44.657,1:36.745,1:27.407
2013,1,Australian Grand Prix,albert_park,webber,red_bull,2,1:44.472,1:36.524,1:27.827
2013,1,Australian Grand Prix,albert_park,hamilton,mercedes,3,1:45.456,1:36.625,1:28.087
2013,1,Australian Grand Prix,albert_park,massa,ferrari,4,1:44.635,1:36.666,1:28.490
2013,1,Australian Grand Prix,albert_park,alonso,ferrari,5,1:43.850,1:36.691,1:28.493
2013,1,Australian Grand Prix,albert_park,rosberg,mercedes,6,1:43.380,1:36.194,1:28.523
2013,1,Australian Grand Prix,albert_park,raikkonen,lotus_f1,7,1:45.545,1:37.517,1:28.738
2013,1,Australian Grand Prix,albert_park,grosjean,lotus_f1,8,1:44.284,1:37.641,1:29.013
2013,1,Australian Grand Prix,albert_park,resta,force_india,9,1:45.601,1:36.901,1:29.305
2013,1,Australian Grand Prix,albert_park,button,mclaren,10,1:44.688,1:36.644,1:30.357
2013,1,Australian Grand Prix,albert_park,hulkenberg,sauber,11,1:45.930,1:38.067,
2013,1,Australian Grand Prix,albert_park,sutil,force_india,12,1:47.330,1:38.134,
2013,1,Australian Grand Prix,albert_park,vergne,toro_rosso,13,1:44.871,1:38.778,
2013,1,Australian Grand Prix,albert_park,ricciardo,toro_rosso,14,1:46.450,1:39.042,
2013,1,Australian Grand Prix,albert_park,perez,mclaren,15,1:44.400,1:39.900,
2013,1,Australian Grand Prix,albert_park,bottas,williams,16,1:47.328,1:40.290,
2013,1,Australian Grand Prix,albert_park,maldonado,williams,17,1:47.614,,
2013,1,Australian Grand Prix,albert_park,gutierrez,sauber,18,1:47.776,,
2013,1,Australian Grand Prix,albert_park,jules_bianchi,marussia,19,1:48.147,,
2013,1,Australian Grand Prix,albert_park,chilton,marussia,20,1:48.909,,
2013,1,Australian Grand Prix,albert_park,garde,caterham,21,1:49.519,,
2013,1,Australian Grand Prix,albert_park,pic,caterham,22,1:50.626,,
2013,2,Malaysian Grand Prix,sepang,vettel,red_bull,1,1:37.899,1:37.245,1:49.674
2013,2,Malaysian Grand Prix,sepang,massa,ferrari,2,1:37.712,1:36.874,1:50.587
2013,2,Malaysian Grand Prix,sepang,alonso,ferrari,3,1:37.314,1:36.877,1:50.727
2013,2,Malaysian Grand Prix,sepang,hamilton,mercedes,4,1:37.513,1:36.517,1:51.699
2013,2,Malaysian Grand Prix,sepang,webber,red_bull,5,1:37.619,1:36.449,1:52.244
2013,2,Malaysian Grand Prix,sepang,rosberg,mercedes,6,1:37.239,1:36.190,1:52.519
2013,2,Malaysian Grand Prix,sepang,raikkonen,lotus_f1,7,1:36.959,1:36.640,1:52.970
2013,2,Malaysian Grand Prix,sepang,button,mclaren,8,1:37.487,1:37.117,1:53.175
2013,2,Malaysian Grand Prix,sepang,sutil,force_india,9,1:36.809,1:36.834,1:53.439
2013,2,Malaysian Grand Prix,sepang,perez,mclaren,10,1:37.702,1:37.342,1:54.136
2013,2,Malaysian Grand Prix,sepang,grosjean,lotus_f1,11,1:37.363,1:37.636,
2013,2,Malaysian Grand Prix,sepang,hulkenberg,sauber,12,1:37.931,1:38.125,
2013,2,Malaysian Grand Prix,sepang,ricciardo,toro_rosso,13,1:37.722,1:38.822,
2013,2,Malaysian Grand Prix,sepang,gutierrez,sauber,14,1:37.707,1:39.221,
2013,2,Malaysian Grand Prix,sepang,resta,force_india,15,1:37.493,1:44.509,
2013,2,Malaysian Grand Prix,sepang,maldonado,williams,16,1:37.867,,
2013,2,Malaysian Grand Prix,sepang,vergne,toro_rosso,17,1:38.157,,
2013,2,Malaysian Grand Prix,sepang,bottas,williams,18,1:38.207,,
2013,2,Malaysian Grand Prix,sepang,jules_bianchi,marussia,19,1:38.434,,
2013,2,Malaysian Grand Prix,sepang,pic,caterham,20,1:39.314,,
2013,2,Malaysian Grand Prix,sepang,chilton,marussia,21,1:39.672,,
2013,2,Malaysian Grand Prix,sepang,garde,caterham,22,1:39.932,,
2013,3,Chinese Grand Prix,shanghai,hamilton,mercedes,1,1:35.793,1:35.078,1:34.484
2013,3,Chinese Grand Prix,shanghai,raikkonen,lotus_f1,2,1:37.046,1:35.659,1:34.761
2013,3,Chinese Grand Prix,shanghai,alonso,ferrari,3,1:36.253,1:35.148,1:34.788
2013,3,Chinese Grand Prix,shanghai,rosberg,mercedes,4,1:35.959,1:35.537,1:34.861
2013,3,Chinese Grand Prix,shanghai,massa,ferrari,5,1:35.972,1:35.403,1:34.933
2013,3,Chinese Grand Prix,shanghai,grosjean,lotus_f1,6,1:36.929,1:36.065,1:35.364
2013,3,Chinese Grand Prix,shanghai,ricciardo,toro_rosso,7,1:36.993,1:36.258,1:35.998
2013,3,Chinese Grand Prix,shanghai,button,mclaren,8,1:36.667,1:35.784,2:05.673
2013,3,Chinese Grand Prix,shanghai,vettel,red_bull,9,1:36.537,1:35.343,
2013,3,Chinese Grand Prix,shanghai,hulkenberg,sauber,10,1:36.985,1:36.261,
2013,3,Chinese Grand Prix,shanghai,resta,force_india,11,1:37.478,1:36.287,
2013,3,Chinese Grand Prix,shanghai,perez,mclaren,12,1:36.952,1:36.314,
2013,3,Chinese Grand Prix,shanghai,sutil,force_india,13,1:37.349,1:36.405,
2013,3,Chinese Grand Prix,shanghai,webber,red_bull,14,1:36.148,1:36.679,
